Gene,signalvalue
NAIF1,108.2562848
SLC25A25,108.2562848
DOLPP1,204.826112
IER5L,58.44576087
PHPT1,67.78166684
TRAF2,177.3944944
MIR4479,177.3944944
TPRN,77.91042699
TUBB4B,267.1902948
ARAF,51.89278948
SYP,65.62034677
PPP1R3F,62.81796466
KAT6B,143.3225554
ARHGAP19-SLIT1,53.70148276
GOT1,70.24396243
GBF1,55.03430316
CNNM2,76.21478077
ANKRD16,132.9945494
FBXO18,132.9945494
FAM21EP,53.02947675
FAM21A,53.02947675
ARHGAP19,53.70148276
SLC25A28,58.31885599
PDZD7,59.44450847
SFXN3,59.44450847
WBP1L,57.17572607
STIP1,224.7515787
ARNTL,106.3196306
HSD17B12,52.43974851
OSBP,220.8150277
ZBTB3,84.90141071
FAM118B,77.34180293
NCAPD3,53.27387687
LOC644656,58.99410057
ZNF143,58.99410057
FANCF,58.15225974
MAP3K11,94.09272218
PCNX3,94.09272218
KAT5,68.06792091
SNX32,71.25663763
YIF1A,89.63081658
RBM14-RBM4,60.28183953
RBM4,60.28183953
CDK2AP2,149.0186636
DHCR7,77.42740646
MSANTD4,88.14109255
H2AFX,62.71682126
RNF26,50.37873982
STT3A-AS1,107.2894765
STT3A,107.2894765
RPUSD4,77.34180293
VPS26B,53.27387687
CCDC77,54.67360889
AMN1,72.55819519
ATF7,68.6248599
CBX5,89.27130748
HSP90B1,55.77065345
TRAFD1,80.89482027
IQCD,93.89910867
RNFT2,52.25337935
BICDL1,59.67134949
ANAPC5,54.57447116
CDCA3,83.37211116
USP5,83.37211116
H2AFJ,86.68750671
LINC00938,62.8980736
KANSL2,107.3325278
SPRYD3,115.6699344
SP1,197.6114686
HNRNPA1,89.27130748
HNRNPA1P10,89.27130748
SARNP,76.03013166
ORMDL2,76.03013166
RAB5B,164.3818079
ATP5B,137.6569569
SNORD59A,137.6569569
NEMP1,98.99565922
OS9,55.72712642
CDK4,120.707603
TTC41P,55.77065345
MIR3652,55.77065345
FICD,76.11799245
UNG,88.21291401
TPCN1,93.89910867
C12orf49,52.25337935
RPLP0,77.85728997
PXN-AS1,77.85728997
RNF34,55.10730891
POLE,102.068487
PXMP2,102.068487
ZMYM2,83.6617205
ATP7B,55.82054528
ZMYM5,104.0822433
ALG11,55.82054528
KLF5,97.04363204
RAP2A,59.77534046
KDELC1,54.09425472
BIVM,54.09425472
EFNB2,58.73502735
ING1,61.62372182
LAMP1,88.32149961
PPP2R5E,59.20925446
EIF5,54.46449997
CHD8,51.73508149
TXNDC16,66.52212255
GPR137C,66.52212255
NUMB,125.449449
TTLL5,71.01987462
SPTLC2,115.6954977
EFCAB11,55.29564847
TDP1,55.29564847
OTUB2,67.32049095
OSGEP,113.0529539
APEX1,113.0529539
TMEM55B,66.75783642
HNRNPC,174.9202123
HOMEZ,116.4173782
BCL2L2-PABPN1,89.56306807
PABPN1,89.56306807
DCAF11,85.1483451
CDKN3,52.99527926
DLGAP5,60.39914036
PSMA3-AS1,108.0240569
ARID4A,108.0240569
LOC102723809,51.82434736
HSPA2,51.82434736
NPC2,64.79725465
ISCA2,64.79725465
ACYP1,65.12517884
C14orf1,71.01987462
SNHG10,141.1590472
SCARNA13,141.1590472
GLRX5,141.1590472
XRCC3,159.97013
ZFYVE21,159.97013
C14orf80,122.7550222
CRTC3-AS1,51.89545969
TTBK2,101.610433
WHAMM,76.46142492
ABHD2,129.1451096
BLM,51.89545969
IGF1R,76.41616295
BMF,92.2601222
OIP5-AS1,101.8867594
CEP152,73.5899629
KIAA0101,113.8813619
SCAMP2,51.88184729
SIN3A,63.09611362
AEN,51.96398031
LINC01578,80.88614486
TMEM170A,55.58729747
NUBP2,139.9775236
CORO7-PAM16,52.24872109
CORO7,52.24872109
NFATC2IP,98.16723084
CNEP1R1,60.8809951
CNOT1,100.2932811
FBXO31,68.44144312
SNAI3-AS1,66.27842581
ANKRD11,75.25870335
POLR3K,131.5752842
SNRNP25,131.5752842
MRPL28,67.39778403
UBE2I,57.59497254
SPSB3,139.9775236
HN1L,105.9411371
SNHG19,50.94819112
SNORD60,50.94819112
TRAF7,50.94819112
PGP,166.7318665
ZSCAN32,71.13738
ZNF174,71.13738
GLYR1,97.98438545
UBN1,97.98438545
SLC7A5P2,50.54355147
CDR2,73.95501455
TBC1D10B,71.97822357
MYLPF,71.97822357
ZNF689,56.44757695
CYLD,66.47589091
MIR3181,66.47589091
AKTIP,65.8030735
KATNB1,66.78656879
AARS,60.43342547
DDX19B,60.43342547
RFWD3,67.27638096
MON1B,67.63744654
TLDC1,67.42632148
MVD,66.27842581
TOM1L2,138.2060259
SEPT4-AS1,109.869959
SENP3-EIF4A1,162.5639353
MPRIP,51.20328038
GID4,54.76394138
NLK,178.2407845
KANSL1,53.77976867
KPNB1,53.62682845
SP2,303.7743821
SP2-AS1,59.83476316
PRR11,56.82486683
BCAS3,101.3295059
MAP3K3,64.83263248
HN1,58.00984787
CEP131,88.99730167
MIR22HG,153.6870496
WDR81,153.6870496
SPAG7,143.5610967
ALOX12-AS1,63.11832965
RNASEK,63.11832965
RNASEK-C17orf49,63.11832965
DVL2,111.3829758
EIF4A1,162.5639353
DRC3,138.2060259
ATPAF2,54.76394138
TOP2A,147.2108153
JUP,79.4851028
LOC102724532,303.7743821
PNPO,59.83476316
CDK5RAP3,62.56298615
LOC105371814,84.49833912
ATP5G1,84.49833912
PHB,51.53254244
KAT7,136.241893
MTMR4,109.869959
SKA2,56.82486683
DCAF7,103.7805499
TMEM94,81.90813352
H3F3B,52.69449716
UBALD2,105.084193
LOC105274304,87.90332411
TEPSIN,188.8377292
NDUFAF8,188.8377292
HGS,58.96246586
ARL16,58.96246586
P4HB,107.3304033
STRA13,88.29077616
LRRC45,88.29077616
LOC101929511,53.5873306
NARF,68.93021267
CYB5A,68.86519775
ROCK1P1,135.7195752
ZNF519,79.4431678
ABCA7,90.78841768
TYK2,66.1210242
SAMD4B,51.15336077
LIPE-AS1,72.63851767
TLE2,61.3565554
MIR1268A,80.74087618
KDM4B,148.2539934
RFX2,106.8288883
KHSRP,368.4475932
DNM2,207.7023319
DDA1,67.30058661
GATAD2A,159.7452961
ZNF430,58.77390302
ANKRD27,54.69219785
CEP89,84.54463369
MIA-RAB4B,134.6334425
RAB4B,134.6334425
RAB4B-EGLN2,134.6334425
HNRNPUL1,64.1626289
ZNF526,59.98929381
CNOT3,179.2647966
ISOC2,115.7199154
PTBP1,61.86733532
SBNO2,58.6348903
TCF3,51.03834391
ZNF555,58.12379295
ZNF77,99.13582379
DAPK3,80.74087618
CCDC94,63.10851129
MPND,139.7724457
SH3GL1,106.3985115
CHAF1A,106.3985115
HDGFRP2,170.1858749
ALKBH7,189.2809141
GPR108,156.325883
MIR6791,156.325883
TRIP10,156.325883
EVI5L,161.362531
RAB11B-AS1,141.7874739
MIR4999,141.7874739
RAB11B,141.7874739
2-Mar,65.81384272
PIN1,51.96644346
CDKN2D,59.82955376
ILF3-AS1,59.98080731
ILF3,59.98080731
MIR638,207.7023319
SPC24,63.82182285
SWSAP1,57.34120978
ZNF44,62.99614208
ZNF564,181.3003828
ASNA1,57.2698056
CALR,75.95693629
ZSWIM4,82.967543
PODNL1,159.3362185
RFX1,344.8887151
DCAF15,159.3362185
PRKACA,204.7845105
ASF1B,57.22691834
LOC100507373,57.22691834
DDX39A,96.09260546
AKAP8L,157.4159042
RAB8A,56.19447012
BABAM1,52.42257407
ABHD8,53.36834564
RPL18A,61.96137485
MPV17L2,113.1025271
RAB3A,197.1459274
LOC102725254,197.1459274
COPE,58.81463946
DDX49,58.81463946
SLC25A42,161.9213007
TMEM161A,66.96805518
ZNF724,71.41247607
RGS9BP,54.69219785
FAAP24,84.54463369
RBM42,112.2361915
ZBTB32,144.9982289
LIN37,57.12121565
HSPB6,93.72308938
PROSER3,93.72308938
ALKBH6,52.52515526
LOC101927572,52.52515526
HNRNPL,162.4274088
C19orf47,161.336884
PLD3,161.336884
SHKBP1,73.74255627
C19orf54,95.7756081
SNRPA,95.7756081
ZNF574,99.36900291
DEDD2,59.98929381
CIC,175.5711443
LOC101930071,72.63851767
ERCC2,119.3101013
FBXO46,76.7443012
CCDC61,84.56463424
TMEM160,198.5051091
CYTH2,128.1549851
MAMSTR,51.84469309
RASIP1,51.84469309
BAX,126.4312127
GYS1,56.92876578
RUVBL2,56.92876578
RPL13A,52.00526262
RPL13AP5,52.00526262
AP2A1,78.0091645
LENG1,95.92471774
KMT5C,113.1777829
ZNF8,82.58693314
OSBPL2,116.291188
BCL2L1,67.75479369
DHX35,54.21197012
CHD6,72.08052485
PANK2,79.92439111
RRBP1,60.49834765
PXMP4,87.94860346
RBM39,67.9145221
UBE2C,107.7311923
ACOT8,142.6716048
ZSWIM3,142.6716048
ZSWIM1,64.22075643
ELMO2,66.14768732
ATP5E,52.28230455
SLMO2-ATP5E,52.28230455
USP16,57.44508827
CRYZL1,55.77431009
ITSN1,55.77431009
PKNOX1,57.08221268
LTN1,55.24917267
MYH9,68.07579623
MKL1,89.95039465
TANGO2,87.22319946
CHEK2,67.45329438
NF2,66.81320527
TNRC6B,124.743264
PACSIN2,54.88232377
C22orf39,51.0558913
ARVCF,87.22319946
SDF2L1,121.0486392
HSCB,67.45329438
RHBDD3,51.48936284
EWSR1,51.48936284
TOM1,94.15464205
MCM5,67.06282058
IFT27,91.94865117
LOC101927051,66.56378179
PDXP,66.56378179
ANKRD54,64.05827057
MIR658,64.05827057
GTPBP1,82.11245742
